"db_version","collection","corpus","child","sex","age","speaker_role","num_tokens","utterance","transcript_id"
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",1,"yeah",7512
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",4,"maybe some on rug",7499
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",1,"nope",7512
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",3,"can't do Mum",7536
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"xxx",7501
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",2,"it isn't",7507
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",22,"he he ate some butter when we we were were we were eating ehrm breakfast and now he's eating a dead bird",7512
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",5,"did you take a pen",7501
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",2,"why when",7514
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"right",7499
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",1,"xxx",7507
"2018.1","Eng-NA","Braunwald","Laura","female",51.2310314380172,"Target_Child",1,"xxx",7531
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",4,"xxx right here's it",7507
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"xxx",7502
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"xxx",7501
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",4,"it's not so dark",7507
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",5,"and you me and Daddy",7524
"2018.1","Eng-NA","Braunwald","Laura","female",51.2310314380172,"Target_Child",4,"I wanna eat this",7531
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",1,"xxx",7536
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"Jen",7501
"2018.1","Eng-NA","Braunwald","Laura","female",42.5922503542167,"Target_Child",1,"okay",7505
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"xxx",7501
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",2,"right Dada",7524
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"two",7534
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",8,"and check xxx and check up on Wayne",7499
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",4,"xxx take a xxx",7501
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",6,"I dried it on my shirt",7514
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",3,"do this first",7501
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",4,"xxx did to me",7536
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",5,"these two are my favorites",7535
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",3,"he did it",7502
"2018.1","Eng-NA","Braunwald","Laura","female",55.5925173001499,"Target_Child",1,"mm",7540
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"xxx",7499
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",4,"to make it dark",7507
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",5,"this part doesn't taste good",7534
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"okay",7499
"2018.1","Eng-NA","Braunwald","Laura","female",55.5925173001499,"Target_Child",6,"I did it to my face",7541
"2018.1","Eng-NA","Braunwald","Laura","female",51.2310314380172,"Target_Child",1,"mm",7531
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"I",7535
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",3,"he's wild sometimes",7512
"2018.1","Eng-NA","Braunwald","Laura","female",55.5925173001499,"Target_Child",1,"Mommy",7540
"2018.1","Eng-NA","Braunwald","Laura","female",51.2310314380172,"Target_Child",9,"Laura you have to eat your leaves up first",7531
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",3,"child needs something",7499
"2018.1","Eng-NA","Braunwald","Laura","female",55.5925173001499,"Target_Child",1,"who",7540
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",1,"yeah",7507
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",2,"xxx that",7539
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",2,"except when",7536
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"yeah",7501
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",1,"xxx",7507
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",7,"she picks me up and then what",7536
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",2,"this part",7534
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"mhm",7502
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",3,"eat healthy food",7524
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",5,"now you come and look",7539
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"xxx",7499
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",4,"he attacks about everything",7512
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",5,"I know where this goes",7501
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",3,"I don't know",7499
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",7,"does that look like a real shirt",7539
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",8,"this is all I could close it xxx",7507
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",3,"it's dried already",7514
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",2,"hi Mom",7499
"2018.1","Eng-NA","Braunwald","Laura","female",51.2310314380172,"Target_Child",1,"uhuh",7531
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",3,"this goes here",7501
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",1,"yeah",7512
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"yeah",7502
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",6,"I wanna do something that xxx",7499
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",1,"and",7512
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",1,"cottage+cheese",7524
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",5,"this little xxx goes here",7501
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",7,"but I'm the one allergic to something",7536
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"yeah",7502
"2018.1","Eng-NA","Braunwald","Laura","female",55.5925173001499,"Target_Child",2,"I do",7540
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",1,"liver",7524
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"Jan",7499
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",6,"he attacks our feet and bites",7512
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"oh",7534
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",6,"this looks like it goes here",7501
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"and",7535
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",1,"xxx",7507
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",3,"this part xxx",7534
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",1,"yes",7524
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",6,"but you aren't allergic to something",7536
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",1,"xxx",7539
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",5,"Shaun did something to Ethan",7499
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",7,"the one with the nuts in it",7535
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",6,"I told you it dries quickly",7514
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",6,"there but the lights are here",7507
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",2,"eh ha",7539
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",7,"and this looks like it goes here",7501
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",2,"and nibbles",7512
"2018.1","Eng-NA","Braunwald","Laura","female",55.5925173001499,"Target_Child",2,"Mom xxx",7541
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",5,"my baby fell asleep already",7502
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",6,"look what Shaun did to Ethan",7499
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",4,"my coloring in book",7539
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",1,"xxx",7514
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",7,"but but and we say no Tippy",7512
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",5,"and this kind of ice+cream",7535
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",2,"it's wet",7514
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",4,"this an animal xxx",7507
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",1,"Mama",7536
"2018.1","Eng-NA","Braunwald","Laura","female",55.5925173001499,"Target_Child",1,"God",7543
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",7,"and this looks like it goes here",7501
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",1,"and",7524
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",4,"she falled asleep already",7502
"2018.1","Eng-NA","Braunwald","Laura","female",55.5925173001499,"Target_Child",4,"I am xxx cupboard",7541
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",4,"I'm going to eat",7524
"2018.1","Eng-NA","Braunwald","Laura","female",43.0008829750098,"Target_Child",7,"I knew I couldn't do it xxx",7514
"2018.1","Eng-NA","Braunwald","Laura","female",55.3625331115629,"Target_Child",7,"am I having a cup of tea",7536
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",1,"xxx",7507
"2018.1","Eng-NA","Braunwald","Laura","female",42.5922503542167,"Target_Child",2,"this one",7505
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",10,"xxx she I think I'll give her this blanket blanket",7502
"2018.1","Eng-NA","Braunwald","Laura","female",51.3624509743527,"Target_Child",1,"mhm",7535
"2018.1","Eng-NA","Braunwald","Laura","female",41.9207786607528,"Target_Child",1,"xxx",7501
"2018.1","Eng-NA","Braunwald","Laura","female",42.6251052383006,"Target_Child",3,"xxx the door",7507
"2018.1","Eng-NA","Braunwald","Laura","female",42.8879443109715,"Target_Child",9,"so but so you don't be scared okay Wilbur",7512
"2018.1","Eng-NA","Braunwald","Laura","female",50.3624304400501,"Target_Child",1,"chicken",7524
